"","APMC","Commodity","Year","V1"
"1828","Nagpur","Ambat Chuka",2016,0.258512156562824
"1829","Jalgaon","Wal Papdi",2015,0.25842060744566
"1830","Nashik","Ginger (Fresh)",2016,0.258409479932662
"1831","Kurdwadi-Modnimb","Onion",2016,0.258344071734631
"1832","Nandgaon","Onion",2015,0.25821315043329
"1833","Ramtek","Small Gourd",2016,0.258132197536376
"1834","Malegaon","Horse Gram",2016,0.257966994217832
"1835","Ahmednagar","Garlic",2016,0.257943836231442
"1836","Rahuri-Vambori","Onion",2015,0.257901165173819
"1837","Karad","Capsicum",2015,0.257832712351397
"1838","Shahapur","Ghosali(Bhaji)",2014,0.257832347113765
"1839","Pune-Pimpri","Cucumber",2015,0.257744914735918
"1840","Shrirampur","Cabbage",2016,0.257689761193541
"1841","Aurangabad","Chavli (Shenga )",2015,0.25760173519733
"1842","Ramtek","Onion",2016,0.25759352024607
"1843","Amarawati-Fruit And Vegetables","Melon",2016,0.257539467930859
"1844","Rahata","Cluster Bean",2014,0.257539376818856
"1845","Beed","Black Gram",2016,0.257391835191109
"1846","Amarawati-Fruit And Vegetables","Chavli (Shenga )",2016,0.25712973861329
"1847","Chandrapur-Ganjwad","Small Gourd",2016,0.25712973861329
"1848","Kolhapur-Laxmipuri","Gram",2015,0.257127430296216
"1849","Kamthi","Chavli (Shenga )",2016,0.257073476602699
"1850","Kalyan","Cucumber",2016,0.256982203767259
"1851","Indapur (Nimgaon Ketki)","Pigeon Pea (Tur)",2016,0.256911462094943
"1852","Pandharpur","Capsicum",2014,0.256858211194561
"1853","Panvel","Flower",2014,0.256648873060675
"1854","Kalmeshwar","Ladies Finger",2015,0.256569067176798
"1855","Nandgaon Khandeshwar","Green Gram",2015,0.256520406461249
"1856","Ratanagari","Ladies Finger",2015,0.256395367703851
"1857","Akola","Sunflower",2016,0.256386607474651
"1858","Akluj","Garlic",2014,0.256373833492426
"1859","Kalyan","Chikoo",2016,0.256328781014612
"1860","Barshi","Black Gram",2015,0.256271987233281
"1861","Kamthi","Garlic",2015,0.256256890767017
"1862","Pune-Moshi","Walvad",2016,0.256194344728103
"1863","Vadgaon Peth","Cabbage",2015,0.256149818643529
"1864","Mehkar","Black Gram",2015,0.256083925077659
"1865","Pathari","Sorgum(Jawar)",2015,0.255917138435936
"1866","Rahata","Mango(Raw)",2015,0.255650430973904
"1867","Vai","Pavata",2014,0.255606216979984
"1868","Nagpur","Fenugreek",2016,0.255432028883385
"1869","Devala","Tamarind",2016,0.255404816098481
"1870","Rahata","Lemon",2016,0.255333418301679
"1871","Manmad","Onion",2015,0.255312916109701
"1872","Umarkhed-Danki","Pigeon Pea (Tur)",2015,0.2552670571537
"1873","Umarga","Paddy-Unhusked",2015,0.255207248713508
"1874","Vai","Green-Peas",2015,0.255206456348642
"1875","Aurangabad","Green Chilli",2015,0.255170713578963
"1876","Ahmednagar","Ladies Finger",2016,0.255146915748992
"1877","Ratanagari","Cabbage",2015,0.255061975978777
"1878","Barshi","Kanda Pat",2016,0.255052745749162
"1879","Aurangabad","Onion",2015,0.255041614067464
"1880","Kej","Black Gram",2015,0.255029748051431
"1881","Nashik","Guava",2014,0.255022117804984
"1882","Pathardi","Onion",2016,0.254931069280904
"1883","Digras","Bajri",2015,0.254863659632289
"1884","Jalgaon","Brinjal",2016,0.254554947992203
"1885","Shevgaon-Bodhegaon","Pigeon Pea (Tur)",2015,0.254446833234641
"1886","Partur","Sorgum(Jawar)",2014,0.254152090212969
"1887","Kolhapur","Math (Bhaji)",2015,0.25390718897197
"1888","Kamthi","Jack Fruit",2015,0.253833203502863
"1889","Pune-Pimpri","Beet Root",2016,0.253825992059437
"1890","Pachora","Gram",2016,0.253803717943909
"1891","Manora","Pigeon Pea (Tur)",2015,0.253749962029279
"1892","Mangrulpeer","Pigeon Pea (Tur)",2015,0.253659675395604
"1893","Karad","Pavata",2015,0.25361310401057
"1894","Pune-Pimpri","Capsicum",2016,0.253585841286015
"1895","Shrirampur","Garlic",2015,0.253568718492717
"1896","Phaltan","Cluster Bean",2016,0.253562784692322
"1897","Dhule","Horse Gram",2016,0.253504187380536
"1898","Aurangabad","Lemon",2016,0.253467771380785
"1899","Kolhapur","Onion",2016,0.253458041297066
"1900","Chalisgaon","Ladies Finger",2016,0.253440288770824
"1901","Vai","Cucumber",2015,0.253333045879772
"1902","Barshi","Mosambi",2016,0.252865268166963
"1903","Vadgaon Peth","Green Chilli",2015,0.252792399611618
"1904","Achalpur","Gram",2016,0.252730689257658
"1905","Malegaon","Sorgum(Jawar)",2015,0.252693192366837
"1906","Chandrapur-Ganjwad","Coriander",2016,0.252634409630807
"1907","Pune-Manjri","Ridge Gourd",2014,0.252384711722546
"1908","Khamgaon","Black Gram",2015,0.252333870944505
"1909","Pune-Pimpri","Ladies Finger",2016,0.252252672957257
"1910","Karad","Ghevda",2016,0.25224205170089
"1911","Kalyan","Papai",2015,0.252219245508687
"1912","Arvi","Gram",2016,0.252191879373987
"1913","Loha","Gram",2016,0.252124820246063
"1914","Barshi","Black Gram",2016,0.252093866419076
"1915","Jalgaon-Masawat","Bajri",2016,0.251980040809571
"1916","Kamthi","Small Gourd",2015,0.251848705646432
"1917","Beed","Black Gram",2015,0.251804221605109
"1918","Barshi","Green Chilli",2015,0.251788174786066
"1919","Pune","Ladies Finger",2016,0.251725750491758
"1920","Kolhapur","Bottle Gourd",2016,0.251567284508496
"1921","Pune","Beet Root",2015,0.251533212832823
"1922","Umarga","Pigeon Pea (Tur)",2015,0.251436100654227
"1923","Vadgaon Peth","Capsicum",2015,0.251383205324108
"1924","Murbad","Bottle Gourd",2014,0.251314232325351
"1925","Savner","Gram",2016,0.251273777315491
"1926","Murbad","Tomato",2014,0.251248534194979
"1927","Indapur-Bhigwan","Green Peas (Dry)",2015,0.251053241057706
"1928","Sangamner","Onion",2015,0.251046260144549
"1929","Junnar (Narayangaon)","Shepu",2016,0.25104183495298
"1930","Taloda","Pigeon Pea (Tur)",2015,0.250989201836871
"1931","Kamthi","Cucumber",2015,0.25070758634152
"1932","Nashik","Mint",2016,0.25064138551103
"1933","Jintur","Black Gram",2015,0.250623303246011
"1934","Pune","Sweet Potato",2015,0.250458157478943
"1935","Paithan","Gram",2016,0.250377829033101
"1936","Ghoti","Tomato",2015,0.250367202319361
"1937","Murbad","Ghevda",2015,0.250363785783089
"1938","Ahmednagar","Pigeon Pea (Tur)",2015,0.250325014068874
"1939","Osmanabad","Ground Nut Pods (Dry)",2015,0.250138508565407
"1940","Karad","Onion",2015,0.250091180370972
"1941","Solapur","Black Gram",2015,0.250024156534357
"1942","Solapur","Onion",2015,0.250013265123946
"1943","Rahata","Spinach",2015,0.25
"1944","Karad","Spinach",2015,0.25
"1945","Solapur","Shepu",2015,0.25
"1946","Kurdwadi-Modnimb","Pigeon Pea (Tur)",2015,0.249959374957012
"1947","Nagpur","Ladies Finger",2015,0.249930607408195
"1948","Ramtek","Raddish",2016,0.249831580457924
"1949","Jalna","Black Gram",2015,0.24978433767107
"1950","Mumbai","Papai",2015,0.249775465184228
"1951","Khed (Shel Pimpalgaon)","Walvad",2015,0.249716745290941
"1952","Akola","Black Gram",2015,0.249567199667992
"1953","Chandrapur","Potato",2015,0.249567099242311
"1954","Kolhapur","Plum",2015,0.249567099242311
"1955","Nandurbar","Pigeon Pea (Tur)",2015,0.249562907347076
"1956","Pandharpur","Brinjal",2015,0.249309014744525
"1957","Shrirampur","Capsicum",2016,0.249188823783815
"1958","Mumbai","Ladies Finger",2014,0.249075777893627
"1959","Sangli-Phale Bhajipalam","Apple",2016,0.249037790808778
"1960","Kalyan","Ladies Finger",2016,0.248968202983425
"1961","Jalgaon","Brinjal",2015,0.248892245303343
"1962","Jalgaon","Shevga",2015,0.248821181723298
"1963","Pune","Pavtta",2015,0.248793953423105
"1964","Nandgaon Khandeshwar","Black Gram",2016,0.248733821114075
"1965","Paithan","Green Gram",2016,0.248696137144372
"1966","Yeola","Pigeon Pea (Tur)",2015,0.248511600869376
"1967","Vadgaon Peth","Tomato",2016,0.24841407053797
"1968","Kannad","Ginger (Fresh)",2015,0.248369902677959
"1969","Pune","Double Bee",2015,0.24830686197315
"1970","Ghoti","Ladies Finger",2014,0.248171952903575
"1971","Mangalwedha","Horse Gram",2014,0.248041547717942
"1972","Pune-Pimpri","Shevga",2014,0.247851861446831
"1973","Satara","Potato",2016,0.247633677975858
"1974","Pune-Manjri","Spinach",2015,0.24748789157152
"1975","Barshi","Shepu",2014,0.247435829652697
"1976","Kolhapur-Laxmipuri","Gram",2016,0.247347870463542
"1977","Latur","Pigeon Pea (Tur)",2015,0.247305561255527
"1978","Nagpur","Ginger (Fresh)",2014,0.247241027303608
"1979","Rahuri-Vambori","Matki",2016,0.247104682496322
"1980","Manchar","Onion",2015,0.247102412350834
"1981","Basmat","Ground Nut Pods (Dry)",2015,0.246987137699428
"1982","Osmanabad","Gram",2016,0.246881455762249
"1983","Malegaon","Horse Gram",2014,0.246832824545709
"1984","Indapur-Bhigwan","Black Gram",2016,0.246632569916403
"1985","Chandrapur-Ganjwad","Tomato",2014,0.246524421537019
"1986","Solapur","Pigeon Pea (Tur)",2015,0.246508844218961
"1987","Rahata","Shevga",2015,0.246364969553817
"1988","Karad","Sweet Potato",2014,0.246327888438978
"1989","Kurdwadi","Onion",2014,0.24632347732291
"1990","Rahata","Ginger (Fresh)",2014,0.24630608734142
"1991","Akola","Sunflower",2015,0.246286528500361
"1992","Nashik","Onion",2015,0.246221232443961
"1993","Pune","Pumpkin",2016,0.246215532505541
"1994","Karad","Pomegranate",2015,0.246046593434821
"1995","Ghoti","Brinjal",2015,0.245932294235132
"1996","Kopargaon","Chikoo",2015,0.245859099854496
"1997","Barshi","Bor",2016,0.245545494822652
"1998","Amarawati","Gram",2016,0.245518961666783
"1999","Rahuri","Onion",2015,0.245482349007398
"2000","Vai","Green-Peas",2016,0.245413131911057
"2001","Lasalgaon","Onion",2016,0.245351128883324
"2002","Lasalgaon-Vinchur","Gram",2016,0.245296850278018
"2003","Nagpur","Chavli (Shenga )",2014,0.245286990408278
"2004","Rahuri","Tomato",2015,0.245228688129885
"2005","Nandura","Pigeon Pea (Tur)",2015,0.245225168057327
"2006","Pune-Pimpri","Flower",2015,0.245037390577822
"2007","Khed-Chakan","Spinach",2016,0.244912009217475
"2008","Sangali","Black Gram",2015,0.244893392228951
"2009","Mumbai","Elephant Root",2015,0.24489202697425
"2010","Rahuri","Cluster Bean",2016,0.244890702417533
"2011","Vaijapur","Onion",2016,0.24463633498165
"2012","Osmanabad","Ghevda",2016,0.244613498973796
"2013","Wardha","Pigeon Pea (Tur)",2015,0.244581278045381
"2014","Shrirampur","Cucumber",2016,0.2445735334463
"2015","Jamkhed","Black Gram",2015,0.24447879603536
"2016","Shirur","Black Gram",2016,0.24436270986649
"2017","Kalyan","Bottle Gourd",2016,0.244309038753898
"2018","Vadgaon Peth","Brinjal",2016,0.2442673200978
"2019","Pune-Pimpri","Brinjal",2016,0.244153476455977
"2020","Amarawati","Potato",2016,0.243956480945673
"2021","Patan","Cabbage",2015,0.243951870123618
"2022","Aurangabad","Custard Apple",2014,0.243932631476452
"2023","Tumsar","Gram",2016,0.243886082057885
"2024","Nandurbar","Ground Nut Pods (Dry)",2015,0.24384764203253
"2025","Pune-Manjri","Spinach",2016,0.243818461166537
"2026","Kalmeshwar","Walvad",2014,0.243780210255943
"2027","Chikhali","Gram",2016,0.243441296351478
"2028","Udgir","Black Gram",2015,0.243369720072719
"2029","Pune","Cluster Bean",2016,0.243277392208618
"2030","Rahata","Capsicum",2014,0.243127062457697
"2031","Phaltan","Gram",2016,0.243010777917607
"2032","Nagpur","Carrot",2015,0.242884179532612
"2033","Shrirampur","Papai",2014,0.242878769051194
"2034","Shrirampur","Pigeon Pea (Tur)",2015,0.24283041844847
"2035","Aurangabad","Maize(Corn.)",2015,0.242656388803787
"2036","Ramtek","Pumpkin",2015,0.242567593605198
"2037","Kalyan","Indian Bean",2016,0.242558105262495
"2038","Nagpur","Apple",2016,0.242538005283687
"2039","Ratanagari","Cucumber",2014,0.242438851782069
"2040","Vaijapur","Ground Nut Pods (Dry)",2015,0.242303393883884
"2041","Panvel","Cucumber",2015,0.242287927260868
"2042","Naigaon","Green Gram",2016,0.242248473143445
"2043","Jalgaon","Custard Apple",2015,0.24220540957726
"2044","Kalyan","Bor",2016,0.242157972642371
"2045","Zarijamini","Pigeon Pea (Tur)",2015,0.242146579033549
"2046","Lasalgaon","Onion",2015,0.242146050642226
"2047","Kej","Green Peas (Dry)",2016,0.242091281085375
"2048","Rahuri-Songaon","Ladies Finger",2016,0.242072591757557
"2049","Akluj","Garlic",2016,0.24205821263346
"2050","Pune-Manjri","Ridge Gourd",2016,0.241954393799014
"2051","Dhule","Chillies(Red)",2014,0.241891552878853
"2052","Sillod","Gram",2016,0.241891470352595
"2053","Panvel","Ghosali(Bhaji)",2015,0.241888898005375
"2054","Patan","Flower",2015,0.241871740395877
"2055","Amarawati-Fruit And Vegetables","Potato",2016,0.241789824288325
"2056","Taloda","Gram",2016,0.241771686755373
"2057","Sindkhed Raja","Gram",2016,0.241729292642571
"2058","Barshi","Pomegranate",2016,0.241630377373521
"2059","Manchar","Carrot",2015,0.241447887374397
"2060","Nagpur","Garlic",2016,0.241445647237877
"2061","Jawala-Bajar","Pigeon Pea (Tur)",2015,0.241374618563947
"2062","Barshi-Vairag","Green Gram",2015,0.241302829700482
"2063","Chandrapur-Ganjwad","Pumpkin",2015,0.241241892274438
"2064","Chandvad","Onion",2016,0.241000294708015
"2065","Osmanabad","Brinjal",2016,0.240991944664778
"2066","Raver","Green Gram",2015,0.240896594492322
"2067","Solapur","Green Chilli",2015,0.24076065284887
"2068","Murtizapur","Gram",2016,0.240750072403781
"2069","Nagpur","Bottle Gourd",2015,0.240654039381431
"2070","Aurangabad","Orange",2016,0.240648571734362
"2071","Kurdwadi","Pigeon Pea (Tur)",2015,0.240630899149479
"2072","Aurangabad","Wal Bhaji",2014,0.24060599467072
"2073","Manchar","Beet Root",2015,0.240546369413617
"2074","Pune-Pimpri","Brinjal",2015,0.240478588537166
"2075","Mangrulpeer","Black Gram",2016,0.240308805946039
"2076","Bhandara","Gram",2016,0.24023409415173
"2077","Risod","Gram",2016,0.240123031835284
"2078","Solapur","Garlic",2016,0.240053920235169
"2079","Pavani","Green Peas (Dry)",2016,0.239982943217375
"2080","Varora","Gram",2016,0.239914166499973
"2081","Kalyan","Onion",2014,0.239825339269721
"2082","Sinner","Gram",2016,0.239814402866757
"2083","Chimur","Gram",2016,0.239729718555916
"2084","Pune-Manjri","Ladies Finger",2016,0.239561294906865
"2085","Balapur","Green Gram",2016,0.239538822405753
"2086","Pune","Ridge Gourd",2015,0.239537423765188
"2087","Bhokar","Black Gram",2015,0.239506373752695
"2088","Patan","Bitter Gourd",2016,0.239493451106704
"2089","Nandurbar","Shepa",2014,0.239433401849631
"2090","Nashik","Ghevda",2014,0.239399380507417
"2091","Ramtek","Carrot",2016,0.239179414572357
"2092","Akole","Tomato",2014,0.239133536302729
"2093","Pune-Pimpri","Potato",2016,0.238909878877459
"2094","Malkapur","Black Gram",2015,0.238907862141121
"2095","Pune-Pimpri","Flower",2014,0.238796427970472
"2096","Sakri","Horse Gram",2014,0.238763328712341
"2097","Indapur-Bhigwan","Ghevda Seed",2016,0.238763328712341
"2098","Karad","Potato",2015,0.238750757267786
"2099","Kurdwadi","Onion",2016,0.238584756985834
"2100","Akola","Pigeon Pea (Tur)",2015,0.238445635605469
"2101","Shahapur","Ghosali(Bhaji)",2015,0.238312930846565
"2102","Akluj","Bitter Gourd",2016,0.238151090381893
"2103","Sengaon","Gram",2016,0.238097727630677
"2104","Ahmednagar","Black Gram",2015,0.238010551872983
"2105","Loha","Pigeon Pea (Tur)",2015,0.237754684569951
"2106","Vaijapur","Gram",2016,0.237746139611145
"2107","Ratanagari","Bottle Gourd",2015,0.237744407612544
"2108","Mumbai","Carrot",2015,0.237722382039584
"2109","Patan","Ladies Finger",2016,0.237710614997641
"2110","Kolhapur","Water Melon",2015,0.237475909671735
"2111","Mumbai","Split Gram",2016,0.237470511478999
"2112","Navapur","Other Cereals",2016,0.237353827785675
"2113","Chandrapur","Banana",2016,0.237350828258327
"2114","Satara","Bottle Gourd",2016,0.237297571951004
"2115","Kamthi","Wal Bhaji",2016,0.237282778637874
"2116","Vaijapur","Cowpea",2015,0.237197275489149
"2117","Pune","Sweet Potato",2016,0.236959760355631
"2118","Lasalgaon","Gram",2016,0.236936223969843
"2119","Jalgaon","Bitter Gourd",2015,0.236742198141278
"2120","Malegaon","Onion",2016,0.236681194454513
"2121","Ausa","Coriander (Dry)",2016,0.236615956978537
"2122","Lakhandur","Indian Bean",2016,0.236555161185552
"2123","Jalgaon","Ladies Finger",2014,0.23648144195869
"2124","Devala","Soup Berries",2016,0.236468510642299
"2125","Sonpeth","Gram",2016,0.236266462106773
"2126","Karad","Cucumber",2015,0.236196510189593
"2127","Kalyan","Cluster Bean",2016,0.235973597937173
"2128","Nagpur","Small Gourd",2014,0.235952737448418
"2129","Ratanagari","Green Chilli",2015,0.235867994955057
"2130","Pune-Manjri","Custard Apple",2016,0.235767341031777
"2131","Pune-Moshi","Spinach",2016,0.235702260395516
"2132","Devala","Fenugreek",2016,0.235702260395516
"2133","Pune-Pimpri","Onion",2014,0.235498995311453
"2134","Hingoli","Gram",2016,0.235443336539979
"2135","Devala","Tamarind",2015,0.235305591420707
"2136","Indapur-Bhigwan","Gram",2016,0.235203403508066
"2137","Chandrapur-Ganjwad","Onion",2015,0.235116914363816
"2138","Chalisgaon","Coriander",2016,0.235089058083466
"2139","Solapur","Ghevda",2016,0.234963301490654
"2140","Devala","Onion",2016,0.234952837220097
"2141","Kalmeshwar","Gram",2016,0.234790400697376
"2142","Pune","Ladies Finger",2014,0.234758929418892
"2143","Ambad(Vadi Godri)","Gram",2016,0.234724242320709
"2144","Kolhapur","Spinach",2015,0.234669407014391
"2145","Nagpur","Mango",2015,0.234597420726331
"2146","Shirpur","Black Gram",2016,0.234584370606019
"2147","Ambad(Vadi Godri)","Gram",2015,0.234327805456501
"2148","Sangamner","Onion",2016,0.234140030623647
"2149","Vai","Brinjal",2016,0.234136020702591
"2150","Indapur","Chillies(Red)",2015,0.234045303861317
"2151","Nandura","Black Gram",2016,0.233874212246581
"2152","Pune-Manjri","Brinjal",2015,0.233834780352755
"2153","Chalisgaon","Brinjal",2016,0.233745970030443
"2154","Lakhani","Paddy-Unhusked",2014,0.23373681499132
"2155","Sangli-Phale Bhajipalam","Pomegranate",2016,0.233731708882035
"2156","Ambad(Vadi Godri)","Pigeon Pea (Tur)",2015,0.233717236149568
"2157","Kej","Pigeon Pea (Tur)",2015,0.233695690070509
"2158","Nashik","Ground Nut Pods (Dry)",2016,0.233686803513479
"2159","Sillod","Mustard",2015,0.233652675522511
"2160","Devala","Horse Gram",2014,0.233531360197161
"2161","Partur","Pigeon Pea (Tur)",2015,0.233495850017286
"2162","Pune-Pimpri","Walvad",2015,0.233390972003904
"2163","Solapur","Mula Shenga",2015,0.233297631123852
"2164","Dhule","Pigeon Pea (Tur)",2015,0.233292501642305
"2165","Rahata","Cabbage",2015,0.233279265286663
"2166","Kopargaon","Onion",2016,0.233206906411662
"2167","Mumbai","Green Chilli",2015,0.233177189188822
"2168","Kalmeshwar","Bottle Gourd",2015,0.233172717414452
